Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume,Name
2017-11-17,149.34,150.15,148.83,148.97,4865373.0,0.0,1.0,149.34,150.15,148.83,148.97,4865373.0,IBM
2017-11-16,147.73,149.65,147.5,149.12,5393609.0,0.0,1.0,147.73,149.65,147.5,149.12,5393609.0,IBM
2017-11-15,148.0,148.705,146.211,147.1,4695745.0,0.0,1.0,148.0,148.705,146.211,147.1,4695745.0,IBM
2017-11-14,147.95,148.97,147.49,148.89,3691934.0,0.0,1.0,147.95,148.97,147.49,148.89,3691934.0,IBM
2017-11-13,148.88,149.0,147.92,148.4,5085257.0,0.0,1.0,148.88,149.0,147.92,148.4,5085257.0,IBM
2017-11-10,150.65,150.89,149.14,149.16,4304369.0,0.0,1.0,150.65,150.89,149.14,149.16,4304369.0,IBM
2017-11-09,149.93,151.8,149.86,150.3,4770841.0,1.5,1.0,149.93,151.8,149.86,150.3,4770841.0,IBM
2017-11-07,151.37,151.51,150.5,151.35,3688378.0,0.0,1.0,149.87424901186,150.01286561265,149.0128458498,149.85444664032,3688378.0,IBM
2017-11-06,151.77,151.82,150.28,150.84,4498372.0,0.0,1.0,150.27029644268998,150.31980237154,148.79501976285,149.34948616601002,4498372.0,IBM
2017-11-03,153.42,153.47,151.49,151.58,4420582.0,0.0,1.0,151.90399209486,151.95349802372,149.99306324111,150.08217391303998,4420582.0,IBM
2017-11-02,154.18,154.49,152.91,153.35,3388284.0,0.0,1.0,152.65648221344,152.96341897233,151.39903162055,151.83468379446998,3388284.0,IBM
2017-11-01,154.1,154.9,153.83,154.03,3228302.0,0.0,1.0,152.57727272726999,153.36936758893,152.30994071146003,152.50796442688,3228302.0,IBM
2017-10-31,154.33,154.93,152.93,154.06,4224346.0,0.0,1.0,152.805,153.39907114625,151.41883399209,152.53766798419,4224346.0,IBM
2017-10-30,153.76,154.59,152.71,154.36,4206189.0,0.0,1.0,152.24063241107,153.06243083004,151.20100790514,152.83470355731,4206189.0,IBM
2017-10-27,154.54,154.63,152.911,153.68,4893779.0,0.0,1.0,153.01292490119,153.10203557312,151.40002173913,152.1614229249,4893779.0,IBM
2017-10-26,154.31,155.12,153.54,153.6,4253664.0,0.0,1.0,152.78519762846,153.58719367588998,152.02280632411,152.08221343873998,4253664.0,IBM
2017-10-25,156.01,156.37,153.06,153.5,5443794.0,0.0,1.0,154.46839920949,154.82484189723,151.54754940711,151.98320158103002,5443794.0,IBM
2017-10-24,159.65,159.7,155.171,155.88,8173017.0,0.0,1.0,158.07243083004,158.12193675889,153.63768972332,154.33968379446998,8173017.0,IBM
2017-10-23,162.05,162.51,159.54,159.55,5765384.0,0.0,1.0,160.44871541502,160.90416996047,157.96351778656,157.97341897233,5765384.0,IBM
2017-10-20,161.07,162.48,159.77,162.07,7848320.0,0.0,1.0,159.47839920949,160.87446640316003,158.19124505929,160.46851778656,7848320.0,IBM
2017-10-19,159.8,160.96,159.085,160.9,9878844.0,0.0,1.0,158.2209486166,159.36948616601,157.51301383399,159.31007905138,9878844.0,IBM
2017-10-18,157.12,161.23,156.95,159.53,30445283.0,0.0,1.0,155.56743083004,159.63681818182,155.39911067193998,157.95361660078999,30445283.0,IBM
2017-10-17,146.63,147.12,146.18,146.54,4941313.0,0.0,1.0,145.18108695652,145.66624505929,144.73553359683999,145.09197628458,4941313.0,IBM
2017-10-16,147.22,147.67,146.51,146.83,3035184.0,0.0,1.0,145.76525691700002,146.21081027668,145.06227272727,145.37911067193997,3035184.0,IBM
2017-10-13,147.48,147.85,146.94,147.1,2490548.0,0.0,1.0,146.02268774703998,146.38903162055,145.48802371541998,145.64644268775,2490548.0,IBM
2017-10-12,147.56,147.89,146.77,147.03,3255559.0,0.0,1.0,146.1018972332,146.42863636363998,145.31970355731002,145.57713438735001,3255559.0,IBM
2017-10-11,148.4,148.47,147.28,147.62,3674765.0,0.0,1.0,146.93359683793997,147.00290513834,145.82466403162,146.16130434783,3674765.0,IBM
2017-10-10,147.71,148.95,147.65,148.5,4028877.0,0.0,1.0,146.25041501976003,147.47816205534,146.19100790514,147.03260869565,4028877.0,IBM
2017-10-09,146.5,147.79,146.35,147.39,2678887.0,0.0,1.0,145.0523715415,146.32962450593,144.90385375494,145.9335770751,2678887.0,IBM
2017-10-06,146.64,146.85,146.32,146.48,2248474.0,0.0,1.0,145.19098814229,145.39891304348,144.87415019763,145.03256916996,2248474.0,IBM
2017-10-05,146.68,147.54,146.48,146.72,2536971.0,0.0,1.0,145.23059288538,146.08209486166,145.03256916996,145.27019762846,2536971.0,IBM
2017-10-04,147.0,147.02,146.11,146.48,2225673.0,0.0,1.0,145.54743083003999,145.56723320158002,144.66622529644,145.03256916996,2225673.0,IBM
2017-10-03,146.69,147.1999,146.34,146.78,2285725.0,0.0,1.0,145.24049407115,145.74535553360002,144.89395256917,145.32960474308,2285725.0,IBM
2017-10-02,145.35,146.865,145.21,146.66,2955450.0,0.0,1.0,143.91373517787,145.41376482213002,143.77511857708,145.21079051383,2955450.0,IBM
2017-09-29,145.45,145.69,144.92,145.08,2635887.0,0.0,1.0,144.01274703557,144.25037549407,143.48798418972,143.64640316206,2635887.0,IBM
2017-09-28,145.33,145.86,144.21,145.66,2763219.0,0.0,1.0,143.89393280632,144.41869565217,142.785,144.22067193676,2763219.0,IBM
2017-09-27,146.68,146.9,145.03,145.66,3446073.0,0.0,1.0,145.23059288538,145.44841897233,143.5968972332,144.22067193676,3446073.0,IBM
2017-09-26,146.36,147.42,145.94,146.56,4106513.0,0.0,1.0,144.91375494071002,145.96328063241,144.49790513834,145.11177865613,4106513.0,IBM
2017-09-25,145.12,146.03,144.91,145.87,5179476.0,0.0,1.0,143.68600790514,144.58701581028,143.47808300395,144.42859683793998,5179476.0,IBM
2017-09-22,145.59,145.59,144.59,145.13,2741663.0,0.0,1.0,144.15136363636,144.15136363636,143.16124505929,143.69590909091002,2741663.0,IBM
2017-09-21,145.65,145.8911,145.1,145.26,2289276.0,0.0,1.0,144.21077075098998,144.44948833991998,143.6662055336,143.82462450593002,2289276.0,IBM
2017-09-20,144.93,145.88,144.42,145.88,5384615.0,0.0,1.0,143.49788537549,144.43849802372,142.99292490119,144.43849802372,5384615.0,IBM
2017-09-19,144.79,144.98,144.22,144.39,3456574.0,0.0,1.0,143.35926877469998,143.54739130435,142.79490118577,142.96322134387,3456574.0,IBM
2017-09-18,144.81,145.4799,144.27,144.55,3018012.0,0.0,1.0,143.37907114625,144.04235158103,142.84440711462,143.12164031621,3018012.0,IBM
2017-09-15,144.82,145.17,144.08,144.82,7297773.0,0.0,1.0,143.38897233202,143.73551383398998,142.65628458498,143.38897233202,7297773.0,IBM
2017-09-14,145.86,146.38,145.51,145.54,3742944.0,0.0,1.0,144.41869565217,144.93355731225,144.0721541502,144.10185770751002,3742944.0,IBM
2017-09-13,145.35,146.29,145.34,145.99,4070378.0,0.0,1.0,143.91373517787,144.84444664032,143.90383399209,144.54741106719,4070378.0,IBM
2017-09-12,145.11,146.37,144.51,145.76,5222522.0,0.0,1.0,143.67610671937,144.92365612648,143.08203557312,144.31968379447,5222522.0,IBM
2017-09-11,143.54,145.13,143.01,144.86,4549334.0,0.0,1.0,142.12162055336,143.69590909091002,141.59685770751003,143.4285770751,4549334.0,IBM
2017-09-08,143.15,143.15,141.64,142.45,3344701.0,0.0,1.0,141.7354743083,141.7354743083,140.24039525691998,141.04239130435,3344701.0,IBM
2017-09-07,144.1,144.64,142.41,142.9,4155968.0,0.0,1.0,142.67608695652,143.21075098813998,141.00278656126002,141.48794466403,4155968.0,IBM
2017-09-06,143.88,144.47,143.5,143.82,3205295.0,0.0,1.0,142.45826086956998,143.04243083004,142.08201581028,142.39885375494,3205295.0,IBM
2017-09-05,143.5,144.3575,142.7,143.04,3097503.0,0.0,1.0,142.08201581028,142.93104249011998,141.28992094862,141.62656126482,3097503.0,IBM
2017-09-01,142.98,144.5,142.98,144.08,3348503.0,0.0,1.0,141.5671541502,143.07213438735002,141.5671541502,142.65628458498,3348503.0,IBM
2017-08-31,143.02,143.66,142.63,143.03,3614517.0,0.0,1.0,141.60675889328002,142.24043478261,141.22061264822,141.61666007905,3614517.0,IBM
2017-08-30,143.26,143.28,142.41,142.56,2715466.0,0.0,1.0,141.84438735178,141.86418972331998,141.00278656126002,141.15130434783,2715466.0,IBM
2017-08-29,142.1,143.425,141.9,143.14,3000993.0,0.0,1.0,140.69584980237,142.007756917,140.49782608696,141.72557312253,3000993.0,IBM
2017-08-28,144.11,144.56,142.39,142.51,5086015.0,0.0,1.0,142.68598814228997,143.13154150198,140.98298418972,141.10179841897,5086015.0,IBM
2017-08-25,143.3,144.19,143.25,143.74,2866131.0,0.0,1.0,141.88399209486,142.76519762846002,141.83448616601,142.31964426877,2866131.0,IBM
2017-08-24,142.5,143.68,142.25,142.94,3580245.0,0.0,1.0,141.0918972332,142.26023715415002,140.84436758893,141.52754940711,3580245.0,IBM
2017-08-23,140.7,143.05,140.68,142.14,4035421.0,0.0,1.0,139.30968379446998,141.63646245059,139.28988142292,140.73545454545,4035421.0,IBM
2017-08-22,140.64,141.15,140.38,141.01,2495902.0,0.0,1.0,139.25027667984,139.75523715415,138.9928458498,139.61662055336,2495902.0,IBM
2017-08-21,139.59,140.42,139.13,140.33,2949410.0,0.0,1.0,138.21065217391,139.03245059289,137.75519762846,138.94333992095,2949410.0,IBM
2017-08-18,140.87,141.15,139.58,139.7,4128761.0,0.0,1.0,139.47800395257,139.75523715415,138.20075098814,138.31956521739,4128761.0,IBM
2017-08-17,142.52,142.89,140.7,140.7,4342286.0,0.0,1.0,141.11169960473998,141.47804347826,139.30968379446998,139.30968379446998,4342286.0,IBM
2017-08-16,141.79,142.91,141.61,142.5,3239516.0,0.0,1.0,140.38891304348,141.4978458498,140.21069169959998,141.0918972332,3239516.0,IBM
2017-08-15,142.55,143.34,140.58,142.07,4652618.0,0.0,1.0,141.14140316206002,141.92359683793998,139.19086956522,140.66614624506,4652618.0,IBM
2017-08-14,142.0,142.76,141.94,142.32,2222304.0,0.0,1.0,140.59683794466002,141.34932806324,140.53743083004,140.91367588933,2222304.0,IBM
2017-08-11,142.45,142.59,141.52,141.84,3004040.0,0.0,1.0,141.04239130435,141.18100790514,140.12158102767,140.43841897233,3004040.0,IBM
2017-08-10,141.64,142.42,141.23,141.84,4378186.0,0.0,1.0,140.24039525691998,141.01268774704,139.83444664031998,140.43841897233,4378186.0,IBM
2017-08-09,141.75,142.03,141.19,141.77,2920582.0,0.0,1.0,140.3493083004,140.62654150198,139.79484189723,140.36911067193998,2920582.0,IBM
2017-08-08,142.0,142.76,142.0,142.11,3281972.0,1.5,1.0,140.59683794466002,141.34932806324,140.59683794466002,140.70575098813998,3281972.0,IBM
2017-08-07,145.0,145.09,142.75,143.47,4576508.0,0.0,1.0,142.06764078601998,142.15582070098998,139.86314291176,140.56858223152,4576508.0,IBM
2017-08-04,145.0,145.39,144.4,145.16,2542800.0,0.0,1.0,142.06764078601998,142.44975375088998,141.47977468622,142.2244050793,2542800.0,IBM
2017-08-03,144.43,145.34,144.43,144.94,3028769.0,0.0,1.0,141.50916799121,142.40076490924,141.50916799121,142.00885417604,3028769.0,IBM
2017-08-02,145.12,145.29,144.22,144.45,3400024.0,0.0,1.0,142.18521400598,142.35177606758998,141.30341485628,141.52876352786998,3400024.0,IBM
2017-08-01,145.0,145.67,144.72,145.3,3197848.0,0.0,1.0,142.06764078601998,142.72409126414,141.79330327278,142.36157383591998,3197848.0,IBM
2017-07-31,144.38,144.93,144.17,144.67,4333680.0,0.0,1.0,141.46017914956002,141.99905640771001,141.25442601463,141.74431443113002,4333680.0,IBM
2017-07-28,144.81,145.04,143.84,144.29,3022662.0,0.0,1.0,141.88148318775,142.10683185934,140.93109965973,141.37199923459,3022662.0,IBM
2017-07-27,145.0,145.395,143.64,145.07,6374650.0,0.0,1.0,142.06764078601998,142.45465263506,140.73514429313,142.13622516433,6374650.0,IBM
2017-07-26,146.27,146.46,144.47,145.36,3806651.0,0.0,1.0,143.31195736394,143.49811496221,141.54835906453002,142.4203604459,3806651.0,IBM
2017-07-25,146.57,147.49,146.03,146.19,4184435.0,0.0,1.0,143.60589041384,144.50728510021003,143.07681092402,143.2335752173,4184435.0,IBM
2017-07-24,147.0,147.04,145.8,145.99,3818232.0,0.0,1.0,144.02719445204,144.06638552536,142.85146225243,143.0376198507,3818232.0,IBM
2017-07-21,147.59,147.87,146.51,147.08,6456514.0,0.0,1.0,144.60526278351003,144.87960029675,143.54710380386,144.10557659868,6456514.0,IBM
2017-07-20,147.53,148.83,147.03,147.66,7105481.0,0.0,1.0,144.54647617353,145.82018605643998,144.05658775703,144.67384716182,7105481.0,IBM
2017-07-19,150.02,150.25,146.71,147.53,14042954.0,0.0,1.0,146.98612048772,147.21146915931,143.74305917046001,144.54647617353,14042954.0,IBM
2017-07-18,152.36,154.29,152.0,154.0,6867302.0,0.0,1.0,149.27879827695,151.16976756466002,148.92607861706998,150.88563228309,6867302.0,IBM
2017-07-17,153.59,153.88,152.2399,153.01,4751141.0,0.0,1.0,150.48392378155,150.76805906312,149.16112707931,149.91565321841003,4751141.0,IBM
2017-07-14,154.01,154.615,153.4,154.24,3214337.0,0.0,1.0,150.89543005142,151.48819503538,150.29776618328,151.12077872301,3214337.0,IBM
2017-07-13,153.7,154.19,153.19,153.63,2474847.0,0.0,1.0,150.59169923318,151.07178988136002,150.09201304835,150.52311485487,2474847.0,IBM
2017-07-12,153.48,154.24,153.05,153.7,3090315.0,0.0,1.0,150.37614832992,151.12077872301,149.95484429173,150.59169923318,3090315.0,IBM
2017-07-11,153.26,153.65,152.05,153.19,3431418.0,0.0,1.0,150.16059742666,150.54271039153,148.97506745872,150.09201304835,3431418.0,IBM
2017-07-10,152.91,153.89,152.63,153.42,2804780.0,0.0,1.0,149.81767553511003,150.77785683145,149.54333802187,150.31736171993998,2804780.0,IBM
2017-07-07,152.62,153.49,152.14,152.94,2345721.0,0.0,1.0,149.53354025353997,150.38594609825,149.06324737369,149.8470688401,2345721.0,IBM
2017-07-06,153.36,153.83,152.23,152.36,2735717.0,0.0,1.0,150.25857510996,150.71907022147,149.15142728866002,149.27879827695,2735717.0,IBM
2017-07-05,155.77,155.89,153.63,153.67,3558639.0,0.0,1.0,152.61983727751002,152.73741049747,150.52311485487,150.56230592818997,3558639.0,IBM
2017-07-03,153.58,156.025,153.52,155.58,2822499.0,0.0,1.0,150.47412601321997,152.86968036992,150.41533940323998,152.43367967924,2822499.0,IBM
2017-06-30,154.28,154.5,153.14,153.83,3501395.0,0.0,1.0,151.15996979633002,151.37552069959,150.0430242067,150.71907022147,3501395.0,IBM
2017-06-29,155.35,155.74,153.62,154.13,3245649.0,0.0,1.0,152.20833100765,152.59044397251998,150.51331708653998,151.01300327138,3245649.0,IBM
2017-06-28,155.15,155.55,154.78,155.32,2203062.0,0.0,1.0,152.01237564104,152.40428637425,151.64985821283,152.17893770265,2203062.0,IBM
2017-06-27,155.0,155.34,154.5,154.75,2385619.0,0.0,1.0,151.86540911609,152.19853323931002,151.37552069959,151.62046490784,2385619.0,IBM
2017-06-26,154.71,155.75,154.63,155.23,2129945.0,0.0,1.0,151.58127383452,152.60024174084998,151.50289168788,152.09075778768,2129945.0,IBM
2017-06-23,154.34,154.68,153.8,154.11,3148468.0,0.0,1.0,151.21875640631,151.55188052953002,150.68967691648,150.99340773472,3148468.0,IBM
2017-06-22,154.55,154.99,153.69,154.4,2361275.0,0.0,1.0,151.42450954123998,151.85561134776,150.58190146485,151.27754301629,2361275.0,IBM
2017-06-21,155.79,155.79,153.39,153.79,3934281.0,0.0,1.0,152.63943281417,152.63943281417,150.28796841495,150.67987914815,3934281.0,IBM
2017-06-20,154.48,155.389,154.25,154.95,4469538.0,0.0,1.0,151.35592516293002,152.24654230413,151.13057649133998,151.81642027444,4469538.0,IBM
2017-06-19,155.51,155.86,154.54,154.84,4381436.0,0.0,1.0,152.36509530093,152.70801719248,151.41471177291,151.70864482281002,4381436.0,IBM
2017-06-16,154.23,155.42,152.9676,155.38,6128190.0,0.0,1.0,151.11098095468,152.27691538596,149.87411068069,152.23772431264,6128190.0,IBM
2017-06-15,153.29,154.69,153.29,154.22,4626272.0,0.0,1.0,150.18999073165,151.56167829786,150.18999073165,151.10118318635,4626272.0,IBM
2017-06-14,153.97,154.9399,152.94,153.81,3035864.0,0.0,1.0,150.85623897809998,151.80652452843,149.8470688401,150.69947468481,3035864.0,IBM
2017-06-13,155.44,155.48,154.15,154.25,3509558.0,0.0,1.0,152.29651092262,152.33570199593998,151.03259880803998,151.13057649133998,3509558.0,IBM
